timestep,xmain,xhigh,xlow
32.328,5252.065799003492,2553.5291011879426,3639.0774814894075
32.336,3945.915116588752,3324.0858531635045,-1785.3259748775242
32.344,2639.5628526286637,4100.027462713445,-7198.4362790943405
32.352,1338.7651749227105,4854.034735481807,-12600.79379446913
32.36,49.31188066059657,5614.9480226997275,-17969.443151584022
32.368,-1222.49475014821,6369.315423469512,-23311.190832765624
32.376,-2472.1167215639293,7119.376591233748,-28653.727868989074
32.384,-3692.9458939577476,7849.346271243822,-33956.210468157806
32.392,-4879.6493118419685,8565.146683658395,-39217.819791107104
32.4,-6027.462991982545,9263.902509235457,-44460.682138872064
32.408,-7130.94122105738,9953.63397498139,-49653.847489033324
32.416,-8184.411750341971,10632.57978940062,-54796.46991036333
32.424,-9183.703870099114,11272.795737007404,-59888.89980895827
32.432,-10124.741220193082,11886.679783091826,-64929.72558505916
32.44,-11002.643958232009,12484.570792280723,-69913.19463374677
32.448,-11813.012141563855,13067.322136777735,-74856.13709790696
32.456,-12551.408185217671,13621.340739664032,-79748.46625672167
32.464,-13215.426356170457,14148.285672284144,-84537.45049711071
32.472,-13800.581227558661,14643.226223073605,-89267.10058280776
32.48,-14304.2643403104,15108.530810459913,-93911.48958734832
32.488,-14724.132227575921,15538.363595592218,-98489.85200435437
32.496,-15057.05642766662,15940.194764788508,-102948.34603734736
32.504,-15301.761845359275,16311.753784230674,-107382.82262779688
32.512,-15455.754633546927,16651.58738769469,-111687.25162445314
32.52,-15517.259043810112,16946.927885013753,-115920.0377116386
32.528,-15486.878555771045,17213.91138429966,-120071.84700578859
32.536,-15362.491974092667,17439.24376389938,-124118.96514930399
32.544,-15144.22404776345,17639.121661430312,-128092.64013596257
32.552,-14832.94125506393,17799.85297510689,-131948.00246687987
32.56,-14427.429651510189,17931.44088417613,-135687.5405428791
32.568,-13928.10968878727,18021.462638587396,-139314.56694221142
32.576,-13337.8085235763,18067.917051230746,-142838.9912662242
32.584,-12656.443507306425,18089.27495524356,-146262.65583893852
32.592,-11886.83110396034,18074.997358123415,-149560.46314579045
32.6,-11030.391343876488,18023.26512085968,-152704.8833047113
32.608,-10089.150329003503,17952.513920674093,-155804.42388794417
32.616,-9066.751898557048,17833.572822183323,-158730.67609143688
32.624,-7965.791298186544,17680.525899311015,-161573.59331250523
32.632,-6789.686468613256,17495.70835216393,-164263.41461900057
32.64,-5541.800438191238,17285.466769920928,-166838.83110176417
32.648,-4227.114714033068,17054.137786475047,-169251.25848862313
32.656,-2848.899719772688,16798.235256583645,-171535.84052057267
32.664,-1412.2493952537716,16492.969619666896,-173695.14799878528
32.672,79.36583086125478,16162.202475586471,-175720.1646114821
32.68,1619.032556083046,15801.103425751215,-177623.69879536232
32.688,3202.8995544652635,15433.243921478073,-179375.31455973667
32.696,4824.64441635285,15040.405270220179,-180999.76750810072
32.704,6480.117652619784,14624.55319981255,-182504.51395397453
32.712,8162.300619793052,14181.554792058872,-183881.63229934915
32.72,9866.641766820736,13706.725487796375,-185089.56220726427
32.728,11586.778513388803,13222.180392904544,-186184.67093630417
32.736,13317.062973011489,12726.927671822215,-187152.35868792105
32.744,15050.276111588295,12210.483158439903,-187968.38757150952
32.752,16781.49746562435,11691.002855061806,-188646.30276232504
32.76,18504.40679900934,11164.74275076443,-189165.88613567018
32.768,20211.563590963673,10639.77502234154,-189551.49052339076
32.776,21898.331379762567,10104.306527551196,-189801.32883380388
32.784,23557.90304502485,9571.190455572047,-189914.5595244909
32.792,25183.863784843546,9034.954464300947,-189897.7716445123
32.8,26770.911890693686,8495.75711088595,-189732.9433283602
32.808,28312.565027678964,7955.152064924704,-189446.6625712264
32.816,29803.602406126305,7400.080772332044,-189017.5105631538
32.824,31238.592681434067,6877.016509496529,-188450.8484765764
32.832,32612.236002831138,6354.736396778984,-187719.8011318775
32.84,33917.98939486736,5824.400278699214,-186856.90971066192
32.848,35152.56641341387,5306.117009847404,-185860.56333706778
32.856,36309.15161695805,4797.700336497817,-184739.68419746959
32.864,37384.16221173265,4301.954903552252,-183527.33735884778
32.872,38372.849683577,3826.9677242477237,-182147.5732115882
32.88,39271.43017415392,3391.921157753377,-180655.02508851528
32.888,40076.02843553745,2955.404861319649,-179008.36032591897
32.896,40782.75450177137,2544.6303393618164,-177281.86949736104
32.904,41389.689733438696,2132.7912635203293,-175418.37121006704
32.912,41891.55368982191,1748.588719027445,-173457.5445366634
32.92,42287.013041599654,1391.126875992577,-171340.59569440383
32.928,42574.26310701986,1050.6617680053466,-169130.59721405883
32.936,42750.69279805402,739.4157006596595,-166802.58632241286
32.944,42815.48355591535,446.4239277560487,-164362.78580859123
32.952,42766.74241058897,171.68896787975174,-161787.81385145278
32.96,42604.31308023085,-98.31894721764355,-159135.46405007574
32.968,42326.695200487535,-336.38573216802786,-156374.7074379119
32.976,41934.13970355807,-551.4143593105593,-153507.2291144976
32.984,41427.38427760193,-742.0039580905186,-150516.01755665825
32.992,40806.355539956916,-922.9128548139971,-147409.13079640627
33.0,40073.07006443826,-1086.7622243757971,-144231.66019775567
33.008,39227.88808949913,-1231.1449038636126,-140945.11534711628
33.016,38273.15024576769,-1344.0394983497404,-137578.99642765493
33.024,37210.00675093811,-1433.1257422887618,-134113.58854658192
33.032,36042.622786450025,-1513.136122225704,-130560.13120301135
33.04,34772.86513656582,-1572.9362915477795,-126916.34944650378
33.048,33403.7854201671,-1625.4482929425578,-123202.11178805074
33.056,31938.971539351278,-1635.72565994418,-119414.64620738887
33.064,30381.20694649255,-1587.9487826523714,-115727.70251225005
33.072,28736.47531043287,-1626.7842429452894,-111770.85547660074
33.08,27008.47001082386,-1641.9752119947339,-107730.35769672427
33.088,25201.49959688859,-1654.9285186297916,-103616.90776401882
33.096,23320.64268613574,-1656.4715752961365,-99430.22660405356
33.104,21371.46291074769,-1641.1581348837028,-95205.10929878076
33.112,19357.90820703333,-1606.0692029745423,-90906.68356878617
33.12,17287.095706400694,-1564.250265535068,-86542.1126112566
33.128,15164.438024306932,-1512.7594484904207,-82146.77921647757
33.136,12994.662321350548,-1455.709658010147,-77697.77825169054
33.144,10785.598535511737,-1389.5511195036756,-73204.79968473203
33.152,8542.802863900164,-1311.2124788990257,-68644.2117069975
33.16,6272.616242666155,-1235.2258029111115,-64040.02606321936
33.168,3982.2011136067736,-1144.775523935384,-59409.75020293158
33.176,1677.3681585161482,-1038.6559566332937,-54768.91108386765
33.184,-635.3413757673922,-953.3772695752095,-50055.37414056454
33.192,-2949.2163138231676,-854.1479586043728,-45300.79271109192
33.2,-5256.917643239934,-758.6984613213425,-40550.22122975843
33.208,-7552.741640113919,-667.418108116183,-35761.13228940364
33.216,-9830.525934559055,-586.7498590098012,-30975.4476126661
33.224,-12082.55228455761,-507.94898335602016,-26156.56017250494
33.232,-14302.816799603968,-423.1781281187742,-21337.640468778856
33.24,-16484.95903212493,-357.56676771331917,-16490.422525554586
33.248,-18622.950909393367,-287.89679323525587,-11639.689790026527
33.256,-20710.958987282273,-231.69955291170422,-6782.8402501619485
33.264,-22742.28700473262,-169.49953393934663,-1926.0978200251475
33.272,-24711.55233669166,-112.5828021389311,2929.551160957939
33.28,-26613.52808481548,-79.44191532957325,7767.699324271552
33.288,-28442.412017408144,-56.79805844911559,12602.04051854163
33.296,-30194.332766543695,-43.97041779116149,17446.115209091768
33.304,-31864.3692184066,-25.073798633993142,22281.43948759289
33.312,-33445.36823622879,4.327472804417637,27050.70152567926
33.32,-34935.32276416535,26.282281349327427,31831.8367923451
33.328,-36329.34397312806,15.5815921730852,36588.30744233157
33.336,-37623.92135259263,-4.395996545157941,41341.31176026379
33.344,-38815.51375381809,-42.64817010985106,46040.33635105913
33.352,-39901.281722902124,-100.79846176057018,50688.771881535125
33.36,-40879.1900329007,-175.78181053261804,55293.01228545563
33.368,-41745.94997884382,-258.8666067282231,59867.49874148308
33.376,-42499.60623944488,-359.61944197339346,64407.98763497408
33.384,-43139.208122123826,-495.74272527541484,68893.58371661534
33.392,-43663.05231834373,-642.192085488669,73302.14490003204
33.4,-44070.3068687717,-810.9524098453351,77689.67911198517
33.408,-44360.07351037746,-1000.4092905287041,82001.23816913605
33.416,-44533.28723364103,-1215.7503313278007,86245.20922137654
33.424,-44589.81868170239,-1439.3537631343372,90412.52466204464
33.432,-44529.050240331664,-1676.9418836886164,94548.19446434385
33.44,-44352.850748019555,-1935.6568612128335,98612.26802486011
33.448,-44062.708668703686,-2210.1811713794896,102583.50824706681
33.456,-43660.462394793874,-2515.3945642488807,106507.99458139978
33.464,-43147.45706360989,-2834.4484648965195,110316.55889578103
33.472,-42526.697309230214,-3166.9632547410915,114044.88830665586
33.48,-41800.14589657349,-3513.256523630536,117718.47105422035
33.488,-40971.431348025144,-3867.7075517417898,121337.12007193302
33.496,-40044.09809093922,-4246.632913081204,124832.33007485275
33.504,-39020.667013052924,-4629.00222559872,128240.18718470172
33.512,-37906.55411159656,-5037.883578474697,131542.8834464483
33.52,-36705.153018766796,-5450.347249773547,134749.63528207396
33.528,-35421.12969234403,-5855.949957986161,137864.4585544593
33.536,-34059.04198738138,-6275.023268311367,140870.01783476386
33.544,-32624.55667397994,-6687.874507847566,143738.61647812783
33.552,-31121.952069451243,-7108.775676494214,146542.45695317702
33.56,-29556.976985609694,-7542.351265746968,149233.24585610777
33.568,-27935.599634488637,-7974.226991401879,151849.58131090578
33.576,-26263.134834011464,-8409.346861041222,154323.74683056906
33.584,-24546.572411384597,-8846.326691686394,156683.74534889485
33.592,-22789.87876736626,-9288.220710568336,158919.322548356
33.6,-21000.79098207554,-9728.59354125703,161024.72108654524
33.608,-19184.522258161356,-10153.367439235291,163025.1977199332
33.616,-17347.43469433064,-10576.587973013142,164894.38723221445
33.624,-15496.167789764464,-10995.862819157399,166668.19965854945
33.632,-13636.918888799302,-11407.379937778405,168319.7319183383
33.64,-11775.155931668432,-11816.835979687432,169803.69166063613
33.648,-9918.215720813216,-12210.040058024928,171207.88098192203
33.656,-8072.328793946924,-12582.416269997213,172456.96240753593
33.664,-6242.148378802412,-12947.25051987986,173598.12829537335
33.672,-4434.8083774651595,-13283.899520216428,174607.84297399977
33.68,-2656.604270108385,-13619.43251247641,175497.67491691987
33.688,-912.5558976870916,-13920.147387856678,176230.00760439422
33.696,791.8744030545973,-14198.974190799378,176840.24742460487
33.704,2451.1369677877647,-14466.535222330174,177315.12613496077
33.712,4059.224424296301,-14698.027176751846,177674.38639265593
33.72,5612.268533298687,-14909.08478358121,177896.5747010969
33.728,7104.914899816265,-15102.693521749987,177975.62168653993
33.736,8532.60035461709,-15284.841017453175,177929.69701072175
33.744,9890.257740610181,-15425.08200519134,177734.4899642174
33.752,11174.949753912211,-15536.608335348674,177406.0263938342
33.76,12382.446586599224,-15612.68757774368,176970.87068838114
33.768,13509.00579847753,-15673.674988520455,176411.48732490352
33.776,14550.96847702762,-15697.577014407136,175690.36939717678
33.784,15506.203576504742,-15681.757828392361,174871.39337689153
33.792,16371.858377663395,-15636.378850243484,173925.28158385944
33.8,17146.285907261747,-15572.325909603634,172822.15349673748
33.808,17827.043158115688,-15468.322649594153,171634.7762987888
33.816,18412.80146584859,-15331.7116701421,170282.0352810437
33.824,18901.750611852283,-15170.725374472971,168783.95130896877
33.832,19293.40769980391,-14975.99106094063,167217.17853027524
33.84,19587.38880608061,-14738.037638765389,165491.906302005
33.848,19783.11804405411,-14470.14908096778,163661.84005643142
33.856,19881.77906926869,-14173.843107899072,161697.1439573112
33.864,19883.633010142206,-13844.415316790852,159612.85325035552
33.872,19789.1894687653,-13474.94235324611,157409.1890051365
33.88,19598.895933736803,-13081.915908212339,155095.8030596341
33.888,19315.30057456187,-12649.486114017205,152670.93577256767
33.896,18940.74067204947,-12192.82222737464,150123.59177131212
33.904,18476.446905800356,-11715.664476741249,147493.94470997038
33.912,17925.157786790423,-11214.818586128004,144739.6113403804
33.92,17290.77113836068,-10670.921174102466,141884.9680168066
33.928,16575.01591792591,-10126.98056498761,138929.21223684875
33.936,15781.707800148182,-9547.888895275413,135887.20275455818
33.944,14915.426669796529,-8953.04782783506,132726.3206827729
33.952,13979.833253595993,-8353.195591956666,129497.1210848674
33.96,12977.85021753427,-7730.648289234571,126154.79791583208
33.968,11914.696331076302,-7085.11897914006,122728.96697353278
33.976,10795.510847419439,-6429.5658046191,119192.29164768326
33.984,9625.065194136932,-5755.778631612634,115599.34628335426
33.992,8408.333153011336,-5072.975062322931,111918.12697677876
34.0,7149.663365351136,-4396.305677811699,108161.301234634
34.008,5855.011421203182,-3696.3303873100967,104353.84377137217
34.016,4530.87173181606,-3000.9098811670287,100450.13291657624
34.024,3181.6404186370664,-2302.573064636885,96475.94100381428
34.032,1812.3449705867883,-1616.8263469531946,92450.33376685713
34.04,429.99465105114564,-923.5198194912824,88346.68761719488
34.048,-960.4726594143257,-237.98778101158064,84176.2679568296
34.056,-2352.3374484728006,447.581127587353,79956.85745265064
34.064,-3740.528135581939,1127.3612760661001,75670.42195610587
34.072,-5119.488913671405,1786.030939818157,71349.06872410119
34.08,-6483.650131578678,2441.6969021474993,67009.29709734076
34.088,-7826.291466783306,3081.628789025689,62580.015934828654
34.096,-9142.878754670955,3715.6804842748743,58132.80030499591
34.104,-10426.81881301986,4328.6723227736875,53673.24167629999
34.112,-11673.611748649999,4930.925081040515,49158.91098910004
34.12,-12877.920366189262,5510.532689368818,44640.79623187908
34.128,-14034.44818889196,6067.549760812695,40094.15894855748
34.136,-15138.283070413761,6605.394142430249,35509.38505425352
34.144,-16185.321878418752,7114.563653852848,30953.676198901205
34.152,-17170.42616956057,7603.799337496847,26334.49918019927
34.16,-18089.229029653063,8076.931594750989,21719.489017365075
34.168,-18937.944381951493,8532.255868324659,17103.026272507057
34.176,-19712.259233602894,8947.146150112596,12467.978584804832
34.184,-20408.33886177432,9331.704204744372,7839.77122345371
34.192,-21024.187734629668,9689.26336153339,3197.1638460313097
34.2,-21555.978737294852,10013.953854016514,-1412.2311559363534
34.208,-22000.712265150552,10319.283043059342,-5981.442431745233
34.216,-22356.744869408314,10598.660025978736,-10581.400983559743
34.224,-22621.51844136729,10827.120546879427,-15168.032828137719
34.232,-22793.65257749581,11033.79012822876,-19735.81411912306
34.24,-22871.042797646256,11221.454838687921,-24255.225889222766
34.248,-22853.6504172158,11377.114833935173,-28720.349188131637
34.256,-22739.262725559973,11504.402489397598,-33192.62477595407
34.264,-22528.331171656875,11599.83136027847,-37651.23412241522
34.272,-22221.07700877519,11668.172673441935,-42056.59210295286
34.28,-21817.31699725151,11705.185302924592,-46417.504228352416
34.288,-21318.425426215348,11709.718965922768,-50752.96199869733
34.296,-20724.16708584667,11696.231966464778,-55037.02397438889
34.304,-20036.209977045364,11660.41904653414,-59256.9284162275
34.312,-19256.862291153735,11598.446160525107,-63456.4458683698
34.32,-18388.22454318751,11514.580589700792,-67567.83761321801
34.328,-17431.597344647867,11410.068165414456,-71637.85755831303
34.336,-16389.77839199912,11274.632972186353,-75640.93179042355
34.344,-15265.240128895879,11131.850908456245,-79564.59443688663
34.352,-14061.952721629777,10968.047993891452,-83436.72898428467
34.36,-12783.191682525025,10791.496858047954,-87256.44470047424
34.368,-11432.772983385275,10595.528355003797,-91005.0684151653
34.376,-10014.182026590524,10372.816374486893,-94697.90022477105
34.384,-8532.121997810951,10143.79650928619,-98284.29529977542
34.392,-6991.291562485778,9899.501026572723,-101794.7758596636
34.4,-5395.993665339228,9641.397816356826,-105242.9987991207
34.408,-3751.4506444896133,9377.172874104253,-108597.42801409264
34.416,-2062.0988146036884,9096.802598436467,-111880.95761210918
34.424,-333.6218917423132,8828.048426713942,-115063.45566619826
34.432,1428.2746521035963,8538.754936206964,-118165.12715258927
34.44,3217.7162643836764,8253.547061194926,-121185.44461517269
34.448,5030.270152949942,7957.674107997653,-124090.33473377352
34.456,6859.156019504064,7671.656158210169,-126906.32458279
34.464,8698.72021694498,7389.4329435718255,-129623.37536899473
34.472,10543.61124112199,7099.767821177333,-132252.57450379618
34.48,12387.678638492309,6798.737152121382,-134785.14098599268
34.488,14225.40797586585,6507.348765432272,-137245.62780006076
34.496,16050.565131944284,6227.55782511658,-139580.03468851192
34.504,17857.057432203597,5944.223959435256,-141851.05658268288
34.512,19639.389156329493,5679.384988183981,-143978.80640642735
34.52,21391.536041479507,5413.5284802891665,-146014.28488476077
34.528,23108.32603600054,5163.222169446527,-147926.4606543813
34.536,24783.092619272426,4919.877349895843,-149740.35486360252
34.544,26410.821496459906,4674.489067428631,-151451.6439248965
34.552,27985.90007220202,4463.041002849335,-153048.83998392368
34.56,29504.22463387486,4254.232927066957,-154560.36728765137
34.568,30959.84239513228,4050.214473255856,-155942.66043927087
34.576,32347.59177825587,3877.2577161904783,-157228.46429650762
34.584,33664.206121116054,3725.9846782147915,-158405.34905985708
34.592,34903.9411987295,3595.114809137803,-159443.05487970772
34.6,36064.09086842294,3474.3014499051205,-160378.42393332938
34.608,37139.953512000495,3373.110630319258,-161187.90198719854
34.616,38127.52908924724,3275.4216074283754,-161905.68838325414
34.624,39023.81873769527,3202.6512447778055,-162475.7238293955
34.632,39825.96236866064,3142.6931101024666,-162932.94886110243
34.64,40530.90595655966,3108.966783709938,-163289.6642607392
34.648,41136.31904212218,3091.1704377868505,-163529.99970605763
34.656,41639.974000021146,3097.248424941534,-163662.4829699065
34.664,42041.05242370682,3108.854806453131,-163706.1037445304
34.672,42336.71061122851,3142.4438079500296,-163628.5995165795
34.68,42526.21586101072,3200.880800162558,-163403.09648720274
34.688,42609.49660691061,3263.062557007566,-163066.7456700881
34.696,42584.330115158824,3341.814863229786,-162602.90842034263
34.704,42451.73372891792,3418.7834489440756,-162029.0602737843
34.712,42211.32004566885,3515.6504752140822,-161353.22813535956
34.72,41865.101033233186,3618.348272759055,-160568.5570389716
34.728,41413.312494449456,3744.7741820282286,-159675.3735902746
34.736,40856.23990735481,3870.9426950988754,-158677.45458096243
34.744,40196.290691111695,3995.900317898029,-157533.7717949866
34.752,39434.59455685078,4140.083778419087,-156317.93108758391
34.76,38574.07191890567,4285.695138125363,-154991.91010332736
34.768,37616.53964114644,4441.221312505043,-153522.28920485976
34.776,36565.11296702663,4598.6516974798615,-151979.21126406797
34.784,35423.31693566401,4762.499290811584,-150341.9086099464
34.792,34194.44833691023,4914.098769480288,-148577.7737984786
34.8,32881.736556515294,5073.579775391676,-146739.67420407396
34.808,31489.17221714791,5225.999451322069,-144790.12291371977
34.816,30021.03626389585,5383.100021068228,-142733.71852546453
34.824,28481.21861258916,5530.6461207094535,-140615.2036180014
34.832,26874.119310731563,5684.022665399335,-138326.92607339748
34.84,25205.282899560527,5844.592962985114,-135974.41834647572
34.848,23479.794418551723,5998.730036822829,-133542.11502521604
34.856,21701.95440593605,6138.757466971681,-131007.95566902518
34.864,19877.286879190535,6265.003497022196,-128373.91128317149
34.872,18012.681237060548,6372.467571976142,-125657.58604987267
34.88,16111.741719704713,6462.650106786596,-122864.06757832484
34.888,14180.694189509235,6564.235198127881,-119970.2644479501
34.896,12225.533936906422,6647.760841182147,-116986.26668573769
34.904,10251.713319139759,6719.642519843738,-113953.97374440178
34.912,8264.735662133879,6778.331136669357,-110819.67071178892
34.92,6270.785243779035,6823.4008270021495,-107596.57413793648
34.928,4275.751548989712,6844.197668347899,-104305.70663477306
34.936,2285.5028227917473,6863.184810141463,-100940.69241338936
34.944,305.10771008620725,6862.411299128297,-97510.1693908897
34.952,-1658.4287912218635,6844.582513993443,-94011.84505573366
34.96,-3599.9674313478527,6812.792121628814,-90436.00263718762
34.968,-5515.035178061055,6750.0250158946865,-86788.01200105078
34.976,-7397.412813042663,6693.655076203481,-83068.03580122594
34.984,-9241.743567015528,6602.170256392141,-79290.96200255543
34.992,-11044.176025450195,6488.532282959064,-75473.80893264413
35.0,-12798.364626911465,6369.740322780249,-71575.68903903832
35.008,-14499.40417464601,6229.438556021279,-67635.25289842808
35.016,-16142.773752015219,6068.664014532533,-63642.075235138065
35.024,-17725.687031959354,5894.902321797192,-59610.136616702446
35.032,-19242.16666000634,5708.946150721941,-55567.10111881405
35.04,-20689.018201602332,5507.294534366216,-51495.07023802094
35.048,-22061.843295679137,5276.892118407688,-47358.01720959019
35.056,-23357.784637448472,5021.006294608927,-43184.12403673696
35.064,-24573.911551109264,4752.817945549527,-38985.78182895523
35.072,-25706.79589011045,4469.245056110136,-34761.17823934215
35.08,-26754.459638608765,4179.384176925161,-30523.781890103186
35.088,-27713.972042570316,3860.6110169064195,-26268.677897053585
35.096,-28584.363297095995,3538.6616554249144,-21944.28815077672
35.104,-29362.739308017924,3196.489554825141,-17631.427336729234
35.112,-30048.144407321266,2841.4239184500157,-13315.852231032248
35.12,-30639.515269955486,2467.2424417972247,-8992.071708480382
35.128,-31137.29898681816,2094.164613961631,-4635.096875042557
35.136,-31539.185915412276,1715.852077248324,-276.15815400363374
35.144,-31846.52593797564,1327.2540783378033,4053.9702241747896
35.152,-32058.651165503714,926.9724739025471,8403.246271828977
35.16,-32176.623121398316,510.45449807931357,12731.952486345832
35.168,-32201.460141052878,82.5178658978636,17039.643800320417
35.176,-32133.324626347196,-345.57061465829946,21363.67010203281
35.184,-31973.813412908938,-773.7930771417234,25653.266018683684
35.192,-31724.871450557355,-1215.5321531150887,29927.31368036071
35.2,-31388.832297059012,-1665.8699861058276,34188.48898898627
35.208,-30968.476748045065,-2115.909921333237,38422.53064425032
35.216,-30465.210426699858,-2576.0583320435326,42598.60098660503
35.224,-29882.059158570744,-3042.306985259078,46746.42868725634
35.232,-29222.717585419377,-3522.236611047756,50852.8751147398
35.24,-28489.828194941078,-3994.6901077642874,54935.43171461845
35.248,-27687.77922664399,-4478.535032958125,58994.00567915686
35.256,-26819.792321685225,-4953.622612370048,62994.47257298382
35.264,-25889.85215827928,-5440.063294480304,66932.49238643266
35.272,-24901.66997290199,-5922.759241688229,70850.58786371881
35.28,-23860.373063832125,-6404.272041753127,74674.21066339599
35.288,-22770.153882438204,-6866.590557449843,78459.58062701739
35.296,-21634.843116954467,-7328.012531418723,82196.11531947501
35.304,-20460.173649626227,-7785.365236129599,85839.49837983733
35.312,-19250.28449298093,-8230.392188656218,89417.45279960848
35.32,-18010.248720903135,-8675.737251444174,92933.49680787823
35.328,-16745.23167144766,-9106.871827509576,96382.416219075
35.336,-15459.725075283237,-9530.739853077288,99769.07585104978
35.344,-14159.545525504203,-9937.839252689451,103067.92187265569
35.352,-12849.021316701723,-10343.498387361424,106265.1165100087
35.36,-11533.687116774654,-10734.533339239515,109385.9807625316
35.368,-10218.215036293943,-11123.132113263742,112438.922747922
35.376,-8907.25965488674,-11488.16290391833,115384.62509570486
35.384,-7606.738064116781,-11835.992684295858,118256.8852693168
35.392,-6320.2260561684725,-12182.098412876527,121031.45896802904
35.4,-5053.637165172988,-12506.044289840038,123733.58305014097
35.408,-3810.7666268670773,-12805.173769636638,126330.1335304337
35.416,-2596.8389446844694,-13095.561196490507,128828.56609511194
35.424,-1415.2668382213187,-13370.77015121463,131196.67225672107
35.432,-270.70865377202006,-13606.392399681728,133478.94313966116
35.44,832.171399638599,-13829.09501652798,135666.97605434892
35.448,1889.4360322564924,-14030.864656989304,137733.15650858998
35.456,2898.4570505843644,-14222.106826345183,139694.08006081457
35.464,3854.765264178933,-14389.33229390086,141568.12057059165
35.472,4755.826729809261,-14539.391648123974,143320.77784995866
35.48,5598.316136964034,-14677.349476962356,144976.60627455634
35.488,6379.272690167799,-14779.448201504909,146505.27964724822
35.496,7096.684227256299,-14857.593675758899,147939.52079572462
35.504,7748.149007141179,-14918.599315430785,149251.37724008787
35.512,8331.148395861403,-14949.932172554585,150468.0679014617
35.52,8844.658963937578,-14963.384556294744,151501.35285577353
35.528,9286.603297133397,-14952.514091553134,152464.2758930271
35.536,9656.241549019367,-14908.466948836054,153296.905951735
35.544,9952.302655750576,-14835.311408756748,154008.57018833907
35.552,10174.382098343202,-14726.738840377242,154649.99879741974
35.56,10321.740724592966,-14606.571532194905,155153.6599607234
35.568,10394.733733562063,-14454.208523801379,155535.19986932812
35.576,10393.44840946329,-14278.375451952596,155804.7365398678
35.584,10317.807782383805,-14085.370101218425,155952.76433641976
35.592,10169.99917298789,-13886.031184412843,155984.46701113103
35.6,9949.402291371092,-13641.24140034329,155899.24076738994
35.608,9658.981173141445,-13375.343646983447,155679.22359456407
35.616,9299.395638506716,-13100.283742663309,155340.04501335195
35.624,8873.80813784164,-12802.490937669265,154914.86510426257
35.632,8383.069140159105,-12483.94406162049,154365.53829502253
35.64,7829.825457927886,-12136.361131238504,153693.83133421437
35.648,7216.952778785603,-11782.371293884395,152876.49954537346
35.656,6546.3375135133865,-11402.491045534613,151957.3881855241
35.664,5821.6620627828415,-11012.127411066389,150961.41103302228
35.672,5046.956925198177,-10604.361003265201,149839.27582777283
35.68,4224.8964995201495,-10178.800612971805,148610.89122446155
35.688,3359.0265967999935,-9728.646806164064,147285.65617809267
35.696,2452.8740463022646,-9277.648748263347,145858.02532471274
35.704,1510.5825766365012,-8807.354437278418,144298.61944653542
35.712,536.7404777061697,-8319.035369353265,142655.63028827717
35.72,-465.09526347303733,-7826.030873855265,140892.3974212757
35.728,-1490.1867823345058,-7331.294307391085,139024.9735323189
35.736,-2533.531389394562,-6813.554286508328,137063.0949976362
35.744,-3592.1094319476583,-6288.002302580107,135017.17951940218
35.752,-4661.0836494178975,-5751.590370370473,132866.93519232245
35.76,-5735.236211256931,-5228.561128356811,130626.86104342688
35.768,-6810.11361390954,-4696.817730038242,128297.54849555052
35.776,-7882.111843306167,-4159.347078208377,125850.63235453679
35.784,-8945.464083228995,-3615.517069823783,123361.17005424232
35.792,-9995.932253545205,-3093.1562173162183,120771.29230363789
35.8,-11029.0801308434,-2558.6427815246593,118109.80293231108
35.808,-12040.205553349406,-2003.805021899806,115364.98428142813
35.816,-13025.48450543766,-1467.0021873183339,112541.07436509748
35.824,-13980.692026589288,-929.7524268670708,109622.46184601681
35.832,-14901.12379793456,-402.3200970035669,106625.72434084518
35.84,-15782.611321969864,111.34472691315446,103576.13746612806
35.848,-16621.481307664413,612.8097580765398,100490.30801919634
35.856,-17413.84131787955,1102.89078404863,97274.0749075995
35.864,-18156.107318456954,1584.3839687244492,94027.73245358751
35.872,-18845.271021902718,2050.0998967067926,90738.07008032259
35.88,-19478.060979650447,2502.3946379354793,87363.42969250387
35.888,-20050.476242624773,2938.7280854239866,83922.5231788773
35.896,-20560.437263283857,3372.6806631923127,80473.38005514743
35.904,-21005.355216680022,3791.2564555594026,76949.72814970605
35.912,-21382.47053193018,4187.619421714579,73386.78913831244
35.92,-21689.700526287175,4567.726931688319,69769.59235848836
35.928,-21925.53425031627,4929.32649211003,66117.45492127525
35.936,-22088.093602988087,5275.741883147308,62436.33703476624
35.944,-22175.043515017147,5602.945196115016,58739.95344130447
35.952,-22186.686043160975,5915.057572584269,54970.98710166424
35.96,-22120.625878303228,6202.989277655059,51171.83740397744
35.968,-21978.13592526499,6468.805787406034,47357.56686590874
35.976,-21757.14903878885,6723.525121061942,43527.440537845076
35.984,-21458.300857305137,6959.896492411456,39687.31782906771
35.992,-21081.392910694194,7155.389276120342,35806.94952660436
36.0,-20627.780558694914,7324.960516587406,31883.049526195897
36.008,-20097.723020731748,7469.499253901839,27968.573219050155
36.016,-19491.79057995865,7587.030279101728,24015.026812339354
36.024,-18812.015697128758,7683.30130593052,20103.36876140094
36.032,-18059.353479397443,7750.6447776598725,16173.475805987073
36.04,-17236.261287638616,7789.983652724726,12264.042867444996
36.048,-16344.578183429583,7816.017861085143,8363.497388814007
36.056,-15386.731600785808,7821.077799560326,4423.554269511958
36.064,-14364.673145832909,7796.10916634309,466.79138254018835
36.072,-13281.942021431823,7754.536531325824,-3463.285991890186
36.08,-12141.078529955194,7689.331944306773,-7388.608619495613
