timestep,xmain,xhigh,xlow
188.976,14.943975406767246,-903.982769150232,849.2409641210938
188.984,19.086376069984784,-950.2423880509414,875.1445521757789
188.992,22.47719448368504,-995.0562688976584,895.1138272177342
189.0,25.353078196588328,-1039.1701224499432,912.7629826324335
189.008,27.34324616064096,-1088.8405841566564,940.7555466535679
189.016,28.762100989464365,-1122.1712789335468,977.1072220595674
189.024,29.493998348828793,-1147.9364303338464,992.6603386977117
189.032,29.591204523405654,-1175.0453850585704,1010.0260584860898
189.04,28.74855532907888,-1203.8897084620207,1011.6110710341293
189.048,27.125223317307743,-1223.1220121206682,1026.1036971636117
189.056,24.55340527245892,-1242.5236076026115,1045.2121749707248
189.064,21.213307155652604,-1246.885270950824,1006.4392309108848
189.072,17.832671254921028,-1332.1022785929179,971.8570867765922
189.08,12.876764975837789,-1287.8274411335117,989.1138808995618
189.088,7.0745732389954785,-1235.4662013556642,996.4248416989708
189.096,0.3691419529460626,-1190.9538019764361,1013.3988504910777
189.104,-7.092681788816046,-1150.6880588346771,1042.4024818349842
189.112,-15.402200998142469,-1089.251606440229,1079.718705527047
189.12,-24.464168051030242,-1023.7463563266638,1068.7348816624278
189.128,-34.148172903608554,-952.2072280733603,1088.624351797122
189.136,-44.54287291483654,-875.9015764022572,1103.1358226906375
189.144,-55.635243711899975,-795.8286962284666,1102.6150157699728
189.152,-67.17623682575345,-709.3869886016957,1106.7032941380498
189.16,-79.31126228966647,-623.4350379498161,1105.734785238732
189.168,-92.00703341463677,-548.8546305646881,1102.6198625653244
189.176,-104.98068864970323,-457.5194572326127,1127.0115537409781
189.184,-118.3749758264851,-365.00304836412056,1122.7990862757051
189.192,-132.16573176387115,-265.9243310729852,1098.8320851561923
189.2,-145.92428992974155,-168.85157031225432,1103.7945807925655
189.208,-159.86898842689607,-75.13324460030289,1084.1553706629452
189.216,-173.711501369949,12.348769824905832,1089.6609964559138
189.224,-187.55471452071345,110.3998712151529,1071.1291163033775
189.232,-201.25775888560895,194.43147811159656,1092.1514055978234
189.24,-214.79213862395358,298.66610156208,1093.874375005585
189.248,-228.0757274711574,382.88539065898686,1087.945219606846
189.256,-240.7867952420164,474.8381117468423,1067.201777981171
189.264,-253.05089537843682,561.5260634248949,1037.2483329813374
189.272,-264.72948119028416,656.3070778173922,1017.460076839731
189.28,-275.70440189279384,751.2691453861784,1001.1338517697814
189.288,-286.2656586733147,843.0100068186908,999.509429478547
189.296,-295.7774223802186,930.2854834682536,994.5029869380976
189.304,-304.5120664787175,1006.4924549509118,984.6100361169398
189.312,-312.0449619678521,1065.37894090237,949.6836287490422
189.32,-318.4636150294583,1124.6212001462945,965.1568240681615
189.328,-323.8908336873591,1188.8065634832392,934.2236877605599
189.336,-328.2646571596586,1238.4657667791912,913.3600092676603
189.344,-331.3650096715551,1288.775703064238,889.6560276296361
189.352,-333.07677276817185,1329.8051375877887,875.2089630956036
189.36,-333.5528135292072,1351.916047487119,863.3327967595466
189.368,-332.67920813405163,1371.035745241867,842.7595583692994
189.376,-330.4796710581313,1386.4415113507391,844.2619183787126
189.384,-326.75143347101323,1392.099036299562,827.0972945777331
189.392,-322.9216648781663,1435.8321385339798,523.7507321788772
189.4,-316.27431024437607,1446.009899369316,503.7741930876271
189.408,-308.28029987703866,1457.8651291935623,456.4455426887167
189.416,-298.74965776761644,1456.853601264907,440.69466943528545
189.424,-287.9083821811712,1448.7053883903998,419.727137800484
189.432,-275.7356996591998,1425.539612801316,404.35264860999825
189.44,-262.2047807164988,1393.8677874533566,347.211282233872
189.448,-247.11087613238786,1368.6587472266538,333.187572068557
189.456,-230.73857107814422,1332.4862729653146,318.77895404884015
189.464,-213.0532890506269,1300.090369569567,283.09325550383835
189.472,-194.33283563344088,1253.0364987267053,274.70249636660986
189.48,-174.49725269741813,1201.5713714300118,249.358912581896
189.488,-153.39003501193406,1155.3106498718896,239.0435775810742
189.496,-131.31531600163405,1091.221644409069,214.3388600313412
189.504,-108.31118397940897,1028.4119897520386,210.90411274534083
189.512,-84.48212749271202,950.6732763357555,195.65945402785766
189.52,-59.903185558145736,870.8229820469685,173.498605970973
189.528,-34.84194445473354,779.3690882591434,164.95184616355812
189.536,-9.1076822856462,690.3526038547697,146.44293929863545
189.544,17.04020644765781,589.9164964643412,132.0604555213773
189.552,43.45015481383157,487.6569595520015,107.88726038508584
189.56,70.11198706859433,381.578639524837,99.67081598097089
189.568,96.92606540626565,269.17865440196874,86.8643001506549
189.576,123.65657540080761,168.6263049516085,69.95474917084695
189.584,150.27167069836648,60.799474998926115,56.671337105913985
189.592,176.68338228182952,-61.90902587439245,53.488906688826056
189.6,202.75158981425577,-179.12637834257768,37.02014820326658
189.608,228.26259470138675,-302.070647107119,17.055249211944478
189.616,253.1825906099324,-440.3282791604246,163.55093321697564
189.624,277.28844704208467,-564.7915212024752,147.2245600191216
189.632,300.62747802558613,-676.6038097502802,118.79158793198489
189.64,322.96327257128684,-778.4975216987468,95.51546817648293
189.648,344.4723375593752,-893.6951229405769,54.137522816771394
189.656,364.7188577075463,-992.3546642813067,34.49084111585355
189.664,383.7493852644313,-1086.0603359185914,16.513021789479904
189.672,401.39207734071306,-1166.1924499328338,17.13221311031855
189.68,417.7462325836597,-1253.772948815354,9.428236274785297
189.688,432.43544630482126,-1404.838792421095,174.16632762929012
189.696,445.58613392847724,-1469.7444634179683,162.42513476718344
189.704,457.0649704872723,-1534.0709120465092,154.53038557658252
189.712,467.00949953767724,-1572.452559074038,169.58306942538334
189.72,475.0063470276293,-1599.2033234739936,154.95620459367643
189.728,481.2663049699644,-1618.0184982540036,139.75417768864236
189.736,485.7012807954814,-1638.0997650946204,123.01597071135225
189.744,488.0607488885128,-1640.163775216756,93.50060975883704
189.752,488.59308881774746,-1625.6021494839317,77.44350098843266
189.76,487.2476557408359,-1590.8072248404367,60.78846168271178
189.768,483.83199862274654,-1563.0854023605525,44.56516827692796
189.776,478.5809382108362,-1530.3447620677807,42.02155335264399
189.784,471.4121051093146,-1491.8814239335406,20.416455556433576
189.792,461.9880173080024,-1469.67085264164,145.27753941089995
189.8,450.881877446585,-1401.9395091085205,136.19317059376962
189.808,437.83125551974473,-1319.2089485822464,107.11132162126282
189.816,422.9809688688513,-1231.8560074389334,98.32091852299791
189.824,406.39248388110275,-1144.221905964332,85.84710819653765
189.832,387.97159337869374,-1054.2053662664048,40.818950573833
189.84,367.7524868870455,-945.43430080555,16.856191752543786
189.848,346.5161749042975,-798.5951451456397,-199.90991097285166
189.856,323.3473973614291,-638.8422612004003,-217.91616849217462
189.864,298.6538347524127,-464.10530718829966,-247.747216638341
189.872,272.6883636208489,-298.12669753513916,-271.33095250274505
189.88,245.41935793199508,-125.34871663531482,-293.78497977303414
189.888,216.92938254586605,55.64979785753301,-307.95816080451533
189.896,187.51395446393167,214.83785830343572,-366.55620499902847
189.904,157.40148239799453,384.6572180850802,-377.24137455875587
189.912,126.45101979469045,549.8992681751305,-413.3249612787917
189.92,94.8309655226601,710.9636286605902,-417.7787417306937
189.928,62.816017667012105,863.1416035115128,-456.29395474555434
189.936,30.322366388203214,1017.6264343038197,-468.9868139456685
189.944,-2.2044908878865352,1171.9641977711833,-496.8323519252255
189.952,-35.062586075650515,1314.7073740658159,-516.6871974103841
189.96,-67.65301887953102,1444.1129927760737,-517.8134501921846
189.968,-100.0605790353444,1557.8823065560828,-543.5682571739926
189.976,-132.14144725423475,1670.7370592667062,-568.3393671529108
189.984,-163.62788365591075,1754.023315975741,-591.9752653263987
189.992,-194.41495305520996,1843.0812209802389,-617.1472490891705
190.0,-224.5541297925127,1913.24904765019,-644.628668958482
190.008,-253.91321786158932,1987.9377252691927,-645.4011391223744
190.016,-282.0199344148295,2045.2356424499296,-675.4658866126
190.024,-308.8570305734288,2097.3753356817633,-726.200962190441
190.032,-334.47105696906635,2137.4128820846404,-734.8252135713681
190.04,-358.56436399073726,2159.405765101836,-738.7240914000066
190.048,-381.2029730660263,2165.3869296230173,-746.5467931264169
190.056,-402.1662651258485,2176.7486703786203,-742.1646886742242
190.064,-421.31031912592937,2162.7737387556676,-772.0395450478514
190.072,-438.73008543535786,2126.412936364273,-784.3815041836724
190.08,-454.13042968279007,2096.3970600474577,-780.7799812046023
190.088,-467.4826175518301,2053.6133528492674,-819.0835889012742
190.096,-478.8416729935777,1987.4766501721695,-836.5810425995038
190.104,-488.02282513088267,1916.5268249476605,-817.5063989118067
190.112,-494.8249065408966,1839.9789313107326,-820.8427569250864
190.12,-499.51306411109573,1753.9043107332352,-832.7084307367189
190.128,-501.64395389653936,1658.894759759276,-831.2748639425402
190.136,-501.6233506110977,1560.8506850943243,-834.4873425248222
190.144,-499.18436373778843,1451.0981246966503,-843.2833128229362
190.152,-494.4597988470582,1331.1809124713495,-867.3353702945777
190.16,-487.4485844634301,1197.8133113239828,-856.1695622718737
190.168,-478.04586800767186,1067.4062614432673,-890.8835627835513
190.176,-466.40074983745905,928.6111155232253,-909.084196168919
190.184,-452.52654468470007,780.3458370476678,-900.4015235538682
190.192,-436.49609018460535,638.4396733672614,-892.9351695328866
190.2,-418.25272985240304,498.9859212349204,-879.272357718213
190.208,-397.84174775075377,363.864064035886,-886.1072128262434
190.216,-375.5112024462798,214.29812175311798,-877.9982276981941
190.224,-351.4212322720602,68.51464742006533,-887.4239658458076
190.232,-325.31678000361575,-86.3588039169781,-893.4275506305355
190.24,-297.60760801373317,-237.27826647523992,-895.0149180695454
190.248,-268.21925442838597,-399.3894926035289,-880.0874603206883
190.256,-237.42512708706482,-535.0430693003968,-849.1616405022618
190.264,-205.05990039257236,-688.8259944071203,-844.6835559261996
190.272,-171.59072640486846,-839.3782455701474,-827.4734332260342
190.28,-137.0781927398947,-976.7226171672183,-826.430425675759
190.288,-101.45628050154976,-1111.5782987890414,-791.0552630087858
190.296,-65.24699096575137,-1239.594134385365,-781.8053227732344
190.304,-28.12545115116059,-1357.6627178470887,-747.046875143398
190.312,9.589642850034574,-1467.0518184418022,-711.957784910276
190.32,47.67741900182377,-1564.2140387427967,-730.416860596935
190.328,85.85572146295682,-1660.3560705535783,-716.6244488911623
190.336,124.27370437470411,-1729.9144669347886,-703.4743277574182
190.344,162.41624492107792,-1801.0498150680428,-701.8197553512261
190.352,200.16426573286665,-1859.0806350054606,-651.6540561029249
190.36,237.65847048996937,-1910.7249329288381,-606.6188259715856
190.368,274.61459442873615,-1936.4878464560359,-582.2968308310956
190.376,310.7663308530309,-1969.8780480704565,-518.983727954399
190.384,346.1112623160522,-1987.4117651866254,-475.43496172913706
190.392,380.2834052737091,-2010.8134921045705,-444.46716090543936
190.4,413.54726203799913,-1953.786417868756,-464.5324670606908
190.408,445.82571131341325,-2034.6162967640666,-495.4507475565083
190.416,475.8893004123097,-1996.3860898623116,-452.3150217815613
190.424,504.35497583481856,-1952.407345472203,-421.5142925331986
190.432,531.1212063266262,-1891.5202218861668,-419.29746146239546
190.44,555.9884840247167,-1813.6803359500882,-433.3237921953188
190.448,578.8400454145327,-1729.2343786899164,-399.05879202542354
190.456,599.6036457692229,-1630.4039414796482,-354.7971053891071
190.464,618.1929018399526,-1522.644215312344,-308.43381848257997
190.472,634.3936508752893,-1416.9227567005314,-287.64060038815944
190.48,648.1528734465708,-1295.9042344734771,-285.2414527174775
190.488,659.6431039672225,-1187.5434204599903,-279.4936987273471
190.496,668.6539459983438,-1065.0864637523434,-246.76720954287396
190.504,674.7890581711523,-921.4329000109698,-230.2695719665017
190.512,678.5347564733693,-782.320518941892,-193.51242757173978
190.52,679.5535752913203,-646.1180988663098,-183.62631367059643
190.528,677.9786234116784,-507.63115802393145,-168.62515314796008
190.536,673.8125679916568,-352.4582472829979,-159.46689776466152
190.544,666.7823685660566,-210.01885937742736,-140.67354611227645
190.552,657.0294159791091,-70.10419110707824,-138.10953232754625
190.56,644.873866371598,73.2781214706345,-112.63678781068559
190.568,630.0054649026456,201.5998505664968,-84.17777580360794
190.576,612.500658757307,337.43702512610025,-54.22718397551946
190.584,592.4009521400633,467.92341822169345,-8.382652465973882
190.592,569.7451530282814,539.7572859568027,212.8745710073862
190.6,544.835412384651,680.0731902808101,211.48809160747626
190.608,517.5880298,803.3774865145913,221.12196962775542
190.616,488.0923272468044,919.0635955642589,243.3820319546516
190.624,456.6770263561629,1032.422931335865,286.50273923194214
190.632,423.1389177799985,1143.5664145613318,325.47484896395423
190.64,387.8140974671846,1235.5317726969251,333.77578034294817
190.648,350.7725580918265,1328.3166951880455,329.8008493559495
190.656,312.070460634279,1417.169481470045,339.7923503187546
190.664,271.9588146525442,1485.0020721730648,357.8088296133047
190.672,230.4660785304986,1555.3988692392288,392.4755623297671
190.68,187.94142622212382,1611.0127144576154,405.03815821159816
190.688,144.4361070140352,1652.5353206322172,381.62539987325346
190.696,100.25703216564175,1703.8591171826858,407.1671123221425
190.704,55.41529816271151,1738.1038602223803,438.6532133696212
190.712,9.983825403963424,1753.935009662841,443.37865144199503
190.72,-35.58156711632028,1769.6234306789179,430.66878446410396
190.728,-81.43419605587529,1774.1667989890025,461.78370729331783
190.736,-127.06700649404115,1759.488309780811,467.8933114350484
190.744,-172.34092803457386,1742.2147223949635,481.9708647898852
190.752,-217.1328230420458,1710.3313974769028,469.15173052157
190.76,-261.4534917361366,1671.657555494326,486.42704398095145
190.768,-304.96082052385105,1625.6937462798342,488.5225706440654
190.776,-347.4461759931636,1563.3863925167864,496.1573427664578
190.784,-388.79759688364624,1485.7583033943552,488.8099032325522
190.792,-428.89972334557103,1409.0816378413767,486.54875676468333
190.8,-467.46875230700704,1324.5049438780393,497.6206248343863
190.808,-504.22636232520887,1226.9007913472274,485.5112050097813
190.816,-539.5071226252735,1124.7690381009872,521.3114153629797
190.824,-572.933665384414,1021.5445697905766,518.7766279261538
190.832,-604.1626538177917,913.3900071311258,542.3206278084085
190.84,-633.3046585173231,793.5701964208357,546.7737546446409
190.848,-660.3134740128382,655.7243366845412,531.4107178472647
190.856,-685.0359182708338,539.0245263143598,565.0731952072034
190.864,-707.3714066282469,411.78747291440385,557.28706329862
190.872,-727.1273039469403,292.61322734545195,552.3303540529204
190.88,-744.3061471668482,163.3562148860781,534.1161788391678
190.888,-758.8273397417603,29.452427977976658,547.0940667021067
190.896,-770.6622657661238,-96.00338230699121,546.2169423011791
190.904,-779.9053366723506,-221.28448790300232,563.2021197007384
190.912,-786.4252162496416,-337.1512417848509,563.1450638003943
190.92,-790.1525607149899,-465.89069595188704,573.9892356975166
190.928,-791.1771184140151,-595.09904495078,564.1018877072979
190.936,-789.4255213439342,-722.0073474675055,560.2514706558068
190.944,-784.9669834156741,-843.85346553521,545.1287581450504
190.952,-777.9493174746765,-949.5523123729756,568.811113687243
190.96,-768.1849465489088,-1051.0751695237373,557.6835382429313
190.968,-756.0279769370694,-1146.0795730910763,554.8582717467826
190.976,-741.0672642826122,-1235.3950001719004,588.7167172433749
190.984,-723.8047289185959,-1321.0104367457984,595.3427713047105
190.992,-704.2091733560218,-1404.2230715020344,612.7203914501569
191.0,-682.4779896948208,-1479.6606666256614,610.2338374628733
191.008,-658.4543315314463,-1542.7774008410909,584.9029087062903
191.016,-632.5081100371907,-1607.3235719790425,605.478815680616
191.024,-604.6199224334523,-1652.6386788176087,581.5347802453435
191.032,-574.885454599676,-1694.3796391391568,616.502079393548
191.04,-543.575719702539,-1727.807842937833,581.4634096960336
191.048,-510.8527106082212,-1767.840866235607,575.0280815832692
191.056,-476.649896367441,-1771.2776225298292,562.330929746845
191.064,-441.3939041234911,-1938.1043195577267,527.8790302947655
191.072,-404.82501018787275,-1954.1848364209288,541.9496802778644
191.08,-367.3086722125535,-1842.3133159352358,414.32279974835046
191.088,-329.0155290820297,-1851.4427245188567,432.3685585495553
191.096,-288.02728399259496,-1761.539565164672,561.3954292782142
191.104,-248.60452223621334,-1718.258513925758,561.1862789780581
191.112,-208.97697862670174,-1663.2625762529183,555.8857540069687
191.12,-169.25899918079855,-1604.1913425874866,542.2016513970564
191.128,-129.41796026087732,-1528.5749086595154,541.8663344961626
191.136,-89.62240965453478,-1444.210857962055,540.2289875575457
191.144,-50.011610876663426,-1357.6774986350968,530.759209044656
191.152,-10.994075011256768,-1254.869054874856,539.2071586846616
191.16,27.44289977968024,-1156.6860979150788,526.1948751069174
191.168,65.28236215525263,-1045.7414742849123,538.2913254033306
191.176,102.15199907715338,-940.2486590022646,527.0508114137324
191.184,138.1887739172494,-830.1632993199084,502.12364959135795
191.192,173.1135319129009,-712.2787423297785,490.3319414462255
191.2,206.8097831782602,-581.8454842752435,488.20716352067234
191.208,239.07927065729123,-439.5918709457047,461.0790978353264
191.216,270.12562558983547,-301.8458943425153,462.6425165375083
191.224,299.40177403841443,-178.512080271557,440.2812963075362
191.232,327.1248894536373,-42.501397407621475,424.3230449677726
191.24,353.23135159904876,81.33535033776703,401.7143524381343
191.248,377.7480758389261,214.1064700946386,382.38026682545404
191.256,400.45994403046285,332.3045590946284,355.12544070456914
191.264,421.117214140809,453.9061092299823,337.5427574516637
191.272,439.9248299792377,564.4626207943595,311.4016564421822
191.28,456.89149424325984,682.9444214592925,281.919531714394
191.288,471.8224890528201,784.9292111501784,255.07980824606415
191.296,484.6779383022495,875.6828233161417,225.5337051804012
191.304,495.6413342575991,975.3414810658924,204.33900523178013
191.312,504.59056194040244,1075.3790405103914,192.2501154102131
191.32,511.54927998613346,1158.8921790212503,181.57932004702357
191.328,516.400779342326,1241.4199851354426,153.15470007529262
191.336,519.3625191245388,1317.6738269968137,157.12092506155113
191.344,520.3708901767044,1392.3099454331002,126.19210814297404
191.352,519.5668262066204,1451.2992192808438,91.9258577929555
191.36,516.8404282476015,1508.5283821637365,113.6152456318377
191.368,512.4585729106091,1546.4396908773053,82.89101762319667
191.376,506.15206904757827,1579.6066685326798,34.26155169828485
191.384,496.84793738874407,1506.0250337849773,-8.811564295960261
191.392,487.4108187113528,1485.6015258568798,-15.212876883248073
191.4,476.39626700665775,1459.1701806153403,-30.837012719396306
191.408,463.92121303530246,1430.4928741604642,-74.36743604879689
191.416,449.99120973265434,1380.2687628330668,-80.01458918105847
191.424,434.75289078623433,1338.7477746851073,-100.58084207933406
191.432,418.2872431693027,1286.6251341804584,-103.30835968233342
191.44,400.88002167144055,1216.44271345977,-101.47338178202116
191.448,382.3077791396492,1139.674538700802,-143.44864484237925
191.456,362.857848980844,1056.690175008243,-162.45430571334904
191.464,342.57758985017534,965.2506955636604,-190.21672134722772
191.472,321.42476942401095,862.9699048070447,-202.55519693625646
191.48,299.71385051852536,762.1123467842277,-198.69036620946846
191.488,277.4393859884349,661.7830392559981,-207.2597972981309
191.496,254.54022975278622,566.4987884065496,-237.93299812577266
191.504,231.36792116857382,459.99633815980417,-263.93117871533576
191.512,207.92750895260116,351.83085525415737,-279.84327498818124
191.52,184.4386663828219,236.8278245691743,-286.1679325487381
191.528,160.82176365655573,123.71494283244664,-296.9986220048275
191.536,137.05420265085513,8.72074261476835,-292.29289346632004
191.544,113.33941624289747,-106.63334731339403,-292.3996514987722
191.552,89.79069770804466,-213.28339282286004,-309.07059066340673
191.56,66.47075867941638,-302.32974658249105,-340.3130502683881
191.568,43.48058344680066,-400.96015598356104,-384.82655139528833
191.576,20.73622181904479,-505.3551075863456,-413.05138354376356
191.584,-1.4946611317273204,-605.9411778942622,-434.55296004973343
191.592,-23.308321211790485,-698.2964754620126,-433.08171323182455
191.6,-44.657235021432264,-776.3124603542193,-456.06875033759985
191.608,-65.52674846304289,-840.6431756037297,-492.27607923242243
191.616,-85.62149740654414,-909.3974903693792,-498.87577742207907
191.624,-104.88098095689716,-975.8685639217197,-524.9215136206161
191.632,-123.73915274026751,-1045.5725681491897,-543.4815959561643
191.64,-141.7947980358192,-1119.798823934047,-556.5358383767165
191.648,-159.02999500869896,-1171.21861692532,-589.2314778630333
191.656,-175.47118812917827,-1219.3505735167423,-578.566786801291
191.664,-191.17925217030492,-1257.4638905640795,-599.3783216381134
191.672,-205.9591354107197,-1295.8221447266967,-606.3806884480769
191.68,-219.76529564369784,-1325.768746678438,-583.6587052801502
191.688,-232.73640579748175,-1343.167077475103,-580.4526763797892
191.696,-244.70917621601248,-1365.3751973282724,-567.3434292818189
191.704,-255.75676313019906,-1368.2091112635828,-583.1156970205839
191.712,-265.88868513810957,-1367.0117581971645,-595.6828722390317
191.72,-275.14688378137095,-1352.7748257439398,-604.5768219476271
191.728,-283.55958479947174,-1343.2151955469212,-614.1230859955865
191.736,-291.05250082268145,-1329.3578037030209,-632.4523099850803
191.744,-297.6660513419201,-1304.5342467303979,-625.9285263845542
191.752,-303.4961726069777,-1275.3418069525683,-604.0843922010511
191.76,-308.31426766571485,-1232.118843946938,-572.7842080633834
191.768,-312.39724524067293,-1180.5900379000082,-572.9536615310645
191.776,-315.6466845808263,-1136.3064482802044,-611.1057701915431
191.784,-317.98307770594363,-1073.9599868182627,-603.9562379790184
191.792,-319.392202490375,-999.9164453481538,-597.1064584904468
191.8,-320.0397149895976,-929.880755350786,-592.1619354796327
191.808,-319.9409649640701,-835.984073916682,-597.188852594856
191.816,-319.103093589693,-749.6833395534892,-563.7027633453309
191.824,-317.6241724343655,-652.7117292574272,-575.3553227995152
191.832,-315.26174596335295,-555.6571674582605,-574.7139453314404
191.84,-312.2812663495689,-467.4357249932867,-566.3630281547233
191.848,-308.51450457966496,-361.29407547839514,-546.9904787951909
191.856,-304.2210239691617,-255.88972745765213,-557.9329504626172
191.864,-298.99796253592797,-158.69937039468013,-582.2614991655646
191.872,-293.2206381988668,-56.042560980690645,-589.8718042265249
191.88,-287.0949297089513,50.26897287483974,-561.0686046305785
191.888,-280.23433906225426,165.7638465567205,-562.4090172982575
191.896,-272.67550544189777,268.0229073898297,-567.848055887254
191.904,-264.613296470319,370.8932242939544,-577.7355869450037
191.912,-256.07468505123893,479.5641947257167,-559.6633402209907
191.92,-246.93826692778813,565.7051892887932,-543.5666040840231
191.928,-237.13030750370052,662.4583047727187,-533.5378798131355
191.936,-226.9333080206024,762.5397136024087,-527.4071395163838
191.944,-216.23292661593797,841.173932423358,-549.2523496798257
191.952,-205.1380117081173,919.309578494126,-558.0100650990671
191.96,-193.69647350574354,988.5612084081196,-565.6775160529542
191.968,-181.55921919434417,1064.8845561928592,-549.7672774432073
191.976,-169.02137478072845,1135.4980515788097,-556.6664983527136
191.984,-156.11585533912304,1195.235709941707,-572.6760353778332
191.992,-142.82124265356103,1248.0508106381872,-578.8121524175872
192.0,-129.0153815336783,1284.1110511163909,-557.7637441272957
192.008,-114.84785062079246,1326.0584194509458,-545.5009990184329
192.016,-100.29061983732045,1356.86836913836,-531.1445957302986
192.024,-85.33396910116774,1386.4020162600132,-532.6425669969213
192.032,-70.01659085443497,1401.4269015056518,-505.1500368491056
192.04,-54.29096030278089,1414.5163286641193,-531.2100365741132
192.048,-38.29039182819597,1417.1592993636523,-528.7955116384805
192.056,-21.874551576268594,1397.1138058318043,-527.337042216971
192.064,-5.200712331463293,1380.6917543966026,-525.6545119720178
192.072,11.650805847376725,1360.413098706526,-523.0870591833406
192.08,28.668230195263344,1333.3110587225733,-538.7912853232488
192.088,46.043059311519606,1304.5397619816754,-499.583949407808
192.096,63.72318768735557,1278.3102845138158,-474.49956554991803
192.104,81.56118760605159,1229.435498501447,-467.3428211511223
192.112,99.4336852647788,1182.4222327365926,-451.2647034433249
192.12,117.51208385733219,1127.1990665898531,-433.39673475759935
192.128,135.61345650783622,1063.0045000001974,-414.4714319325015
192.136,153.70174910956578,990.6742286625135,-398.11893769486477
192.144,171.76072741083883,917.9887566810191,-382.55815264384125
192.152,189.80971156533735,848.3313372895615,-385.1190005530465
192.16,207.67633064252482,752.7727684466938,-338.30455970507023
192.168,225.44081588952665,677.8015552008748,-321.2911748303276
192.176,243.09495847108388,595.2187824978539,-297.7140302577474
192.184,260.48900072942973,493.08363751372025,-274.0732726602128
192.192,277.5125969478411,411.36707546672625,-222.82132856395862
192.2,293.992477701811,339.97254125607174,-189.33783447043848
192.208,310.2048726307067,254.3708538453638,-146.05195442844314
192.216,325.9895090773989,165.3876877708578,-131.5281583144323
192.224,341.1809735808654,75.04767297463631,-115.67325342389377
192.232,355.63749339100985,-13.734341685136815,-103.53698383819467
192.24,369.51795693465425,-99.38570250558598,-88.25736202552626
192.248,382.5953899762794,-183.80646227601937,-86.60117763266453
192.256,394.81730153747753,-267.90635209414324,-74.64489972610984
192.264,406.1421286972192,-360.44030185169106,-74.23979560285564
192.272,416.42669406657814,-427.3945856768133,-54.82417136031546
192.28,425.8735946579967,-501.6509261579984,-38.65157153486175
192.288,434.16256820851214,-556.1277775905577,-9.160314250742607
192.296,441.30127865132386,-626.8593614926273,-9.28253844069297
192.304,447.37398834857527,-553.7176040770258,-121.59659680215425
192.312,452.0489595173265,-620.2944233291545,-82.21110344243877
192.32,455.45804521839136,-684.5047912643773,-69.91000155906174
192.328,457.65067179810393,-731.7135629487957,-51.97396995858242
192.336,458.48378666002554,-771.970294510407,-25.044940360461098
192.344,457.5285990665671,-813.7230948567062,-5.431681627179371
192.352,455.33167811650435,-852.3868952760695,15.739009641841978
192.36,451.647666962366,-877.8236253039375,35.12425091817635
192.368,446.5679464575633,-904.4735567873163,71.14729877193172
192.376,439.9171189095087,-927.5784653047754,101.59638952610504
192.384,431.6456940480567,-935.7528283650378,123.83914955908524
192.392,421.8346835933582,-953.1084455875135,154.36609485083656
192.4,410.26967224944286,-954.3310465029518,164.85676441656358
192.408,398.8119542547702,-987.4258526667063,277.7563508872435
192.416,384.1827551516469,-967.9876174615752,298.29460301473733
192.424,368.02031897862975,-945.0448982852407,291.72059248097514
192.432,350.4001557057517,-923.839836765379,331.70766709697256
192.44,331.1549318769041,-892.4922178942556,349.2701022011642
192.448,310.6205948551015,-849.7065672293791,344.5475361645447
192.456,288.5864345422412,-815.0725665253736,353.012325911564
192.464,265.22956054651286,-771.9265699777068,367.7538992703339
192.472,240.42923667210047,-731.9853757223834,362.2304571225619
192.48,214.4855951061182,-694.5701219217782,364.3677751963208
192.488,187.2487641925726,-645.1827945674034,371.4271135328936
192.496,158.96505970865869,-588.1729953519153,398.21648008215107
192.504,129.79519282643778,-532.187857050969,433.66504755609844
192.512,99.64848012420363,-469.55630215417256,451.75444749194173
192.52,68.85861051449595,-415.2220852635617,423.9807456203161
192.528,37.04281062701603,-367.133284024604,412.7972723125788
192.536,4.696628353852594,-295.0560843004283,414.53855159687146
192.544,-28.073779221663866,-238.76057763077077,417.11933009722014
192.552,-61.28911612361161,-182.45394960884934,441.542069946374
192.56,-94.82847870767522,-108.0874050314796,473.23437282190565
192.568,-128.49542788885506,-43.21040270729877,486.7643530620055
192.576,-162.12423686400646,18.87622568415304,501.6325648199588
192.584,-195.67364513484176,73.81101808182613,487.4568772048599
192.592,-228.94759930841212,119.92272551933318,511.76512421354107
192.6,-261.882528006929,175.8107839444438,521.6257720351871
192.608,-294.3291584583529,244.0463738266527,504.88594174257724
192.616,-326.1662896199224,300.8978292564338,511.6965407809511
192.624,-357.1770610629934,355.6703170652874,519.8077370952775
192.632,-387.32787669215037,403.8165099398737,498.86368384801784
192.64,-416.5161863812984,454.3504382908007,512.0351463901231
192.648,-444.48565702441755,501.47926742620405,495.55842276453376
192.656,-471.2269520275701,549.7893038878887,485.0689212590276
192.664,-496.32596738190375,596.749009365933,476.83341880441526
192.672,-519.9973688388487,632.3529194695758,459.25277795941304
192.68,-542.0832730609277,666.3978216213842,437.53063796180726
192.688,-562.4832763100885,706.1714319510236,432.6404717307744
192.696,-581.2990551767551,739.7974023633607,420.66752877587453
192.704,-598.034981422485,768.2391703641473,429.8085328164998
192.712,-612.7864191944442,798.1581904835149,435.51469845028697
192.72,-625.4020560598958,818.4062943377631,419.876068146375
