timestep,xmain,pmain,xhigh,phigh,xlow,plow
0.296,490461.61985964637,952216.2730496895,-317463.96873168834,-120208.09255546327,886746.9762546744,-1.189354369464537e6
0.304,542348.2229339893,923791.1838054796,-325614.45606655075,-95761.97511488016,856540.2176934906,-1.2114113794476062e6
0.312,592793.363004793,892266.8336793953,-331835.3103922614,-71123.33936521258,825927.2840684777,-1.2326323218139717e6
0.32,640982.8190509697,858147.7693325352,-336221.99288300314,-45846.63973087031,794493.837237543,-1.2529041440180393e6
0.328,687677.9146775167,821467.3156947744,-338769.3799057326,-20035.576825158092,762740.1495599007,-1.2723981641739614e6
0.336,732169.5072751042,781804.0590402308,-339401.1975903867,5149.139821933541,730190.5116672696,-1.2911451732818147e6
0.344,774114.4371149276,740271.7610719198,-338082.80178070685,30668.571988043605,697458.8941719258,-1.309066793729237e6
0.352,813800.6872673592,696894.9395279741,-334759.5190806737,56016.453997882934,664473.1277266092,-1.3261596109287927e6
0.36,851005.452176218,651424.9526090209,-329764.8554076248,80867.31267774753,631446.7754316875,-1.34240221878974e6
0.368,885734.689875928,602629.0778485922,-322847.86086975766,105714.06637072524,597495.7082524071,-1.3577784446624806e6
0.376,917538.0742636978,552607.1141885318,-313939.50725818437,129815.09335758515,563394.9895268196,-1.3723607578533315e6
0.384,946402.296216843,500394.952851914,-303147.3473170283,153238.88559746646,528400.6394574624,-1.3861151564811307e6
0.392,972589.7255136996,447359.8438852956,-290726.8805135906,175356.0822006284,493604.6922758102,-1.3989702044666633e6
0.4,995949.1805346512,393176.43434658035,-276533.34426371806,196776.22691406403,458450.0163722372,-1.410893990957907e6
0.408,1.0160632344347547e6,337264.5610845996,-260803.6297612692,217221.03144721375,422865.7754238424,-1.4219388836136232e6
0.416,1.0330262136142264e6,280726.7448544937,-243714.62660586354,236457.60059352574,386907.08889910585,-1.4321458241662402e6
0.424,1.0469345018436547e6,222993.73424085687,-225127.17056042995,254102.65717696332,350848.76390590693,-1.4414003480609339e6
0.432,1.0577611462097934e6,164733.87598369268,-205334.14205690197,270440.77883363684,314786.06075181125,-1.4497512219282873e6
0.44,1.0650727727005777e6,106017.4947805887,-184429.0284773274,285300.96330150845,278369.1441039161,-1.45710860924626e6
0.448,1.0691761735123314e6,46566.113065390164,-162376.5627286784,298426.9115686926,241524.84818565295,-1.4636077857975364e6
0.456,1.0700087990446594e6,-12824.667436629792,-139467.55281603534,309982.5462036797,204523.36744628957,-1.4691826111733657e6
0.464,1.0676391767752105e6,-71423.96826224773,-115785.14697060062,319658.4595248403,167352.60174504164,-1.4739135952749562e6
0.472,1.0620177984728974e6,-130023.56555861457,-91595.5842810725,327245.9563505725,130530.1364823837,-1.477601985889621e6
0.48,1.0531993557178508e6,-188513.12486199045,-66563.63267008954,333251.39021629415,93365.73859037853,-1.4804929372613488e6
0.488,1.04123016217308e6,-246502.3206676055,-41227.44682763001,337304.9816530564,56000.96299629079,-1.4823399566674323e6
0.496,1.0261017871455479e6,-303607.42706368957,-15672.717326019487,339376.83715021156,18613.52329967499,-1.4832777548312212e6
0.504,1.0077743601663631e6,-359760.2562553287,10025.336733227317,339437.8880770119,-18962.569501264566,-1.4834026470554129e6
0.512,986621.8897553905,-414919.1630480131,35566.898980597805,337505.80369021633,-56176.94595104979,-1.482344459162705e6
0.52,962037.537976449,-468285.65066838183,60948.461121281005,333824.9777196965,-93153.55598076923,-1.4805140736369228e6
0.528,934471.3450761387,-520385.79184114933,85908.72702288229,328458.26440344634,-130527.78107261824,-1.4777910692666562e6
0.536,904320.2624034913,-571366.1914216739,110398.95093573566,321048.2487573323,-167635.08810321314,-1.4739633380306137e6
0.544,871526.7989076739,-620549.5199362756,134285.18329410136,311577.2675156476,-204374.13888397772,-1.4693747947976848e6
0.552,835716.7576503905,-667581.9257564673,157384.32706494164,300540.0789767787,-241461.2040939796,-1.4637730913838735e6
0.56,796995.210931877,-712967.5058549697,179493.09968358747,287670.63742580987,-278536.654848499,-1.45714583822109e6
0.568,756352.1121283042,-756032.0570902259,200677.14558980407,273342.58109614335,-314736.3279864408,-1.4498386888835095e6
0.576,713744.6556072445,-796703.1535105236,220705.6059001872,257572.95893619282,-351039.4626336194,-1.4413495241894342e6
0.584,668747.5958081459,-834810.5955432344,239490.59868349583,240063.40412410148,-387327.6042325029,-1.4319984632036136e6
0.592,622030.8573541702,-870897.1276864074,256875.800339543,221346.37616558856,-423276.7954319825,-1.4217747993306413e6
0.6,572926.3505826343,-904050.8477168988,272840.3487894975,201432.04670765635,-459070.7612733858,-1.4106349496597245e6
0.608,521954.9450215151,-934709.2388322233,287183.54379634623,180460.66221854326,-494135.64069613715,-1.3985126740062453e6
0.616,469514.2795524952,-961621.5638469416,299917.8546017516,158154.0721499809,-529108.308426391,-1.385674755005278e6
0.624,415463.62499194674,-986434.964878692,311032.8314446872,135027.87484778918,-563400.883195508,-1.3719913992610343e6
0.632,360287.27036535926,-1.0076982860896077e6,320336.52607041894,111323.80532269434,-597857.5566442441,-1.357453457023366e6
0.64,303902.9330890423,-1.0258445530184893e6,327725.19167021156,86749.24387895894,-631822.9323098639,-1.3420207560999717e6
0.648,246608.72952906293,-1.0406413948684478e6,333373.8144451659,61834.90425793952,-665563.934932335,-1.3258802238936357e6
0.656,188527.5791044219,-1.052518499133729e6,337076.6191610533,36408.562582299564,-698944.9492186233,-1.3088053592189534e6
0.664,130039.5777960886,-1.061509104764057e6,338914.7051269607,11005.950423939878,-731682.015840762,-1.2907871334794003e6
0.672,71365.49379252673,-1.0675745979493756e6,338832.64304897544,-14182.469292871316,-763669.3772671544,-1.2719666760378573e6
0.68,12456.976778171398,-1.0695185279589824e6,336832.94866735925,-39715.5893288389,-795739.0059373112,-1.2523167958684675e6
0.688,-46775.41838683941,-1.068592419409569e6,332853.26745027024,-64775.13869550901,-826947.7263219722,-1.231889496929139e6
0.696,-105598.78349865791,-1.064287647488178e6,326975.76826800936,-89579.3249938911,-857763.5401420743,-1.2107667304696196e6
0.704,-164281.87873037276,-1.0568510541323097e6,319369.1912165856,-113745.00969837481,-888222.3609800085,-1.1887699841983924e6
