timestep,xmain,pmain,xhigh,phigh,xlow,plow
81.928,-2.5082123301400538e6,3.5811279239911656e6,44971.37730508703,19192.591199369333,1.080436164167044e6,218056.4845973378
81.936,-2.306427300373325e6,3.7158871284902347e6,46345.4747116771,17329.120702362092,1.0855767905191698e6,192450.2132570074
81.944,-2.0975023319591116e6,3.8393330921534263e6,47582.224171004316,15455.377249021822,1.090102028303989e6,166779.70555587945
81.952,-1.8820732250884003e6,3.9510837171766935e6,48669.3780096441,13480.946346816365,1.093936959149319e6,141044.67012259626
81.96,-1.660796946529092e6,4.0507921493938086e6,49616.41357028661,11532.131874312023,1.097129277467159e6,115248.2677284503
81.968,-1.4343475686162447e6,4.138148391156127e6,50410.56584501074,9488.290289176288,1.099693071840974e6,89403.89873659439
81.976,-1.2034160516602795e6,4.212880047040782e6,51048.55654338407,7414.842300594088,1.1016119238342668e6,63538.42168622246
81.984,-968706.8162920884,4.274752984030873e6,51525.569731717216,5324.900971372792,1.1028595699708336e6,37633.637945615876
81.992,-730936.8540819988,4.323573098742969e6,51834.707086271555,3248.88648330833,1.1034907648941271e6,11726.824757883198
82.0,-490832.11597879056,4.359185321573062e6,51998.30427009268,1200.536995589667,1.1034320519821108e6,-14181.803001187047
82.008,-249126.10165857858,4.381475110200092e6,52011.519987349486,-874.9434140498662,1.1027291622846331e6,-40074.66317616897
82.016,-6557.717289281649,4.390368910686755e6,51865.25901701213,-2943.406897193037,1.101393338899132e6,-65951.90600027458
82.024,236131.08991788028,4.385833949101254e6,51560.64721308882,-5065.862600720206,1.0994027740038335e6,-91788.82145736422
82.032,478198.1801399597,4.36787853337529e6,51096.29306231241,-7145.45732105742,1.096727189490169e6,-117585.4705444055
82.04,718902.3870290557,4.336551839905021e6,50483.08349407098,-9159.036357391056,1.093439157446033e6,-143327.24125963985
82.048,957506.9755216712,4.29194432432768e6,49708.369761205104,-11208.339514451169,1.0895132311528204e6,-169008.95193424696
82.056,1.193280727190491e6,4.234187064662121e6,48795.02567462034,-13187.316791730549,1.0849447585661474e6,-194612.35467322287
82.064,1.4255011911594095e6,4.163451184765858e6,47729.555701515856,-15133.727126068887,1.0797019601241197e6,-220141.97565750268
82.072,1.6534565303372284e6,4.0799478878293564e6,46513.16740419939,-17048.097534227352,1.0738261165774523e6,-245559.35208474656
82.08,1.8764476017191848e6,3.9839271601861888e6,45150.950199934705,-18926.43738255263,1.067278621683689e6,-270885.1445612878
82.088,2.0937896105772571e6,3.875677660339436e6,43659.198742580455,-20741.347266931174,1.0601623537381263e6,-296088.92592710204
82.096,2.304815881186888e6,3.7555256135537634e6,42024.144001587854,-22497.64495589936,1.0523732437850977e6,-321151.28068902064
82.104,2.5088781563276937e6,3.6238336818531733e6,40264.635266502184,-24209.5225000448,1.0439595459870861e6,-346062.6635454135
82.112,2.7053486177922497e6,3.4810001316762078e6,38386.358581851004,-25768.158138542134,1.0349016005365407e6,-370825.7232003445
82.12,2.8936233464896413e6,3.3274570271807197e6,36382.737418577075,-27334.90507338143,1.0252552915009476e6,-395419.3469576969
82.128,3.0731228512513353e6,3.163669696041669e6,34259.93403041961,-28780.506488682902,1.0149918898931788e6,-419841.5479444083
